Unnamed: 0,Label,Dataset,FileName,training,output
38,1,AS,AS_20210314_XJ5HAH.wav,1,0.9084090492999007
39,1,AS,AS_20210314_KB9QOL.wav,1,0.8719419318152811
40,1,AS,AS_20210314_PQJ0BN.wav,1,0.9599421436836271
41,1,AS,AS_20210314_UXK8Q2.wav,1,0.6562244105477317
42,0,AS,AS_20210314_SYZ9CE.wav,1,0.41656657040183087
43,0,AS,AS_20210314_V8VSTC.wav,1,0.42842511274191314
44,1,AS,AS_20210314_7PZYH7.wav,1,0.8090109661370386
45,1,AS,AS_20210314_WR27NV.wav,1,0.8795682724036877
46,1,AS,AS_20210314_6VIZHB.wav,1,0.694722376883476
47,1,AS,AS_20210314_L51H32.wav,1,0.8539047169658888
48,1,AS,AS_20210314_92JL4V.wav,1,0.9670117058841813
49,1,AS,AS_20210314_YG2ZJF.wav,1,0.8857992100879902
50,1,AS,AS_20210314_6IX878.wav,1,0.6713776037607057
51,1,AS,AS_20210314_88UKA3.wav,1,0.8540514774500307
52,1,AS,AS_20210314_2R20UE.wav,1,0.9347433112264968
53,1,AS,AS_20210314_D4A5KK.wav,1,0.9291701987587037
54,1,AS,AS_20210314_CDYTL4.wav,1,0.7791243290336082
55,1,AS,AS_20210314_2G61KL.wav,1,0.9313446263752478
56,1,AS,AS_20210314_FBAQG3.wav,1,0.8271209728067451
57,1,AS,AS_20210314_6JOU4D.wav,1,0.5839224401132331
58,1,AS,AS_20210314_APZIQ8.wav,1,0.696099730197003
59,1,AS,AS_20210314_5I139I.wav,1,0.9302227156951481
60,1,AS,AS_20210314_8DDMZ1.wav,1,0.6280595353140883
61,1,AS,AS_20210314_E6NYUT.wav,1,0.69131689513481
62,1,AS,AS_20210314_0DSNE8.wav,1,0.9487941629405084
63,1,AS,AS_20210314_WWMXPE.wav,1,0.9194686879193524
64,1,AS,AS_20210314_6Y8RVN.wav,1,0.8396963773646803
65,1,AS,AS_20210314_HBL8YF.wav,1,0.8654984235959764
66,1,AS,AS_20210314_HG4TBG.wav,1,0.893811144597851
67,1,AS,AS_20210314_MJQIDX.wav,1,0.9573046578943758
68,1,AS,AS_20210314_D8EA6J.wav,1,0.6778031094515012
69,1,AS,AS_20210314_QBIK20.wav,1,0.7878914669093671
70,1,AS,AS_20210314_6BDVJN.wav,1,0.9243414965979435
71,1,AS,AS_20210314_0XILXK.wav,0,0.5411212515808019
72,1,AS,AS_20210314_XO9UN9.wav,1,0.8931142758572438
73,1,AS,AS_20210314_SPLRF6.wav,1,0.4573207795549489
74,1,AS,AS_20210314_ZR5ZQA.wav,1,0.512648930126072
75,1,AS,AS_20210314_DY2S28.wav,1,0.8965909480727642
76,1,AS,AS_20210314_WEQSFS.wav,1,0.5944900849702335
77,1,AS,AS_20210314_2LXXFZ.wav,1,0.8168151246699917
78,1,AS,AS_20210314_CO06OH.wav,1,0.9879378565295577
79,1,AS,AS_20210314_4WPX1Z.wav,1,0.9098161789459264
80,1,AS,AS_20210314_1IBFGI.wav,1,0.9419757820325779
81,1,AS,AS_20210314_ZYF4P6.wav,1,0.9060158740056959
82,1,AS,AS_20210314_NCBVUW.wav,1,0.9638392304090245
83,1,AS,AS_20210314_MA2DHB.wav,1,0.7146551624016614
84,1,AS,AS_20210314_8654YM.wav,1,0.8727104393168736
85,1,AS,AS_20210314_HPFBX6.wav,1,0.7470152146606749
86,1,AS,AS_20210314_DMNQS6.wav,1,0.9267061514820277
87,1,AS,AS_20210314_UWOWTC.wav,1,0.7177909889949634
88,1,AS,AS_20210314_DHRTU9.wav,1,0.711526270880907
89,1,AS,AS_20210314_3I9QEX.wav,1,0.7907151027664348
90,1,AS,AS_20210314_PHQ3O4.wav,1,0.9529537618865475
91,1,AS,AS_20210314_I96EQM.wav,1,0.954973224159998
92,1,AS,AS_20210314_CKAO3B.wav,1,0.8137441774835257
93,1,AS,AS_20210314_AHAUIH.wav,1,0.9783338325528442
94,1,AS,AS_20210314_6G5I5Q.wav,0,0.8386021763629024
95,1,AS,AS_20210314_4TKNKX.wav,1,0.7194650740140492
96,1,AS,AS_20210314_ET4C2H.wav,1,0.876560614930627
97,1,AS,AS_20210314_5D56MB.wav,1,0.785027530093036
98,1,AS,AS_20210314_1EXE3Y.wav,1,0.8948844132879505
99,1,AS,AS_20210314_P8F9WY.wav,1,0.8503966865914789
100,1,AS,AS_20210314_WQTDSM.wav,1,0.5855853255973366
101,1,AS,AS_20210314_UQHVQV.wav,1,0.8343230790673827
102,1,AS,AS_20210314_PPX8EW.wav,1,0.8404310543268856
103,1,AS,AS_20210314_FHTR55.wav,1,0.81463454753928
104,1,AS,AS_20210314_Q0FCX0.wav,1,0.6997055824062177
105,1,AS,AS_20210314_VFUUTS.wav,1,0.8710651281359625
106,1,AS,AS_20210314_A1S89P.wav,1,0.8169528932543552
107,1,AS,AS_20210314_2CEF9M.wav,1,0.928476413751288
108,1,AS,AS_20210314_XXOSAT.wav,1,0.6582844285346823
109,1,AS,AS_20210314_ZBHC7V.wav,1,0.5880377478479913
110,1,AS,AS_20210314_F7LA9X.wav,1,0.6476789348511549
111,1,AS,AS_20210314_4S1OGU.wav,0,0.7877699738662255
112,0,AS,AS_20210314_QAWYZW.wav,1,0.4543951792797887
113,1,AS,AS_20210318_HFGWKF.wav,1,0.5689297347139617
114,1,AS,AS_20210318_X6NAMN.wav,1,0.6039043487660196
115,1,AS,AS_20210318_09BYT8.wav,1,0.683228580309802
116,1,AS,AS_20210318_22DVCY.wav,1,0.8165614857837676
117,1,AS,AS_20210318_LN065T.wav,1,0.5525136080395845
118,1,AS,AS_20210318_7OZUF6.wav,0,0.2929015119103355
119,1,AS,AS_20210318_WKTQ5N.wav,1,0.8037119795834253
120,1,AS,AS_20210318_IWSVDL.wav,1,0.7549499303035081
121,1,AS,AS_20210318_B5XCAO.wav,1,0.8068342347107534
122,1,AS,AS_20210318_JL8M3Q.wav,1,0.6778567428568588
123,1,AS,AS_20210318_DX789A.wav,1,0.6933186554819433
124,1,AS,AS_20210318_UOVANI.wav,1,0.9280389384707081
125,1,AS,AS_20210318_RQEDUQ.wav,1,0.7395968435173905
126,1,AS,AS_20210318_CL3Y4Q.wav,1,0.8205678041836745
127,1,AS,AS_20210318_WEH1BM.wav,1,0.9379652738529555
128,1,AS,AS_20210318_HL6E5H.wav,1,0.5446304235858509
129,1,AS,AS_20210318_Y95SJA.wav,1,0.9627381475125567
130,1,AS,AS_20210318_Q499BU.wav,0,0.5306134596067846
131,1,AS,AS_20210318_DHFZY5.wav,0,0.7147512458683402
132,1,AS,AS_20210318_W4LRCX.wav,1,0.7178210237645226
133,1,AS,AS_20210318_M5LRCM.wav,1,0.7730731157838883
134,1,AS,AS_20210318_W207ZY.wav,1,0.7259988913951076
135,1,AS,AS_20210318_WNBS0P.wav,1,0.8383715292280469
136,1,AS,AS_20210318_AYO2AX.wav,1,0.5904999480531902
137,1,AS,AS_20210318_MA8PE2.wav,0,0.6199566123561008
138,1,AS,AS_20210318_TT0QGG.wav,1,0.8203764797039291
139,1,AS,AS_20210318_QGYA56.wav,1,0.879101408598169
140,1,AS,AS_20210318_TN4K1D.wav,0,0.7060170502970048
141,1,AS,AS_20210318_89XDCW.wav,0,0.6393158230704267
142,1,AS,AS_20210318_I4K3S9.wav,1,0.9946947528389629
143,1,AS,AS_20210318_NC9LTL.wav,0,0.5354782924803415
144,1,AS,AS_20210318_3FYA5G.wav,1,0.9424982894507937
145,1,AS,AS_20210318_A3N6FE.wav,1,0.9658107278868814
146,1,AS,AS_20210318_Z2ER6Z.wav,1,0.8866452159514219
147,1,AS,AS_20210318_KHLYKM.wav,0,0.7232140956350368
148,1,AS,AS_20210318_TPT029.wav,1,0.5950462393553314
149,1,AS,AS_20210318_WLYBC0.wav,1,0.8835497785770091
150,1,AS,AS_20210318_ETSRAA.wav,1,0.7501564458222308
151,1,AS,AS_20210318_XHEUA4.wav,1,0.8030542142873943
152,1,AS,AS_20210318_N92NEI.wav,1,0.8217162598842708
153,1,AS,AS_20210318_Q5L4BR.wav,0,0.7252545465205937
154,1,AS,AS_20210318_ZAXG33.wav,1,0.9597802510772778
155,1,AS,AS_20210318_XFP2QJ.wav,1,0.7270570352281136
156,1,AS,AS_20210318_EPNGOJ.wav,1,0.9118652786710246
157,1,AS,AS_20210318_073N4C.wav,1,0.8261362323137988
158,1,AS,AS_20210318_BJW1J3.wav,1,0.6771322325333
159,1,AS,AS_20210318_VU92O2.wav,1,0.8549515012932428
160,1,AS,AS_20210318_JOGC0M.wav,1,0.6291212347943073
161,1,AS,AS_20210318_LT3KCY.wav,0,0.31057932531533855
162,1,AS,AS_20210318_MAPHD2.wav,1,0.6743895934134578
163,1,AS,AS_20210318_8YYSO5.wav,1,0.628963573159929
164,1,AS,AS_20210318_2NAZS1.wav,1,0.8911899619087085
165,1,AS,AS_20210318_A6DP68.wav,1,0.4921670397043245
166,1,AS,AS_20210318_78M8WI.wav,1,0.4743669266509406
167,1,AS,AS_20210318_PZR857.wav,1,0.7332144832839886
168,1,AS,AS_20210318_HCKN6B.wav,1,0.8035193648190706
169,1,AS,AS_20210318_NV94D7.wav,0,0.8336118771033875
170,1,AS,AS_20210318_GRCPPT.wav,1,0.7278583252974569
171,1,AS,AS_20210318_XMI4M3.wav,0,0.28325763211404736
172,1,AS,AS_20210318_QXH1Y4.wav,1,0.7679194826308819
173,1,AS,AS_20210318_WVGFWQ.wav,1,0.665053462892025
174,1,AS,AS_20210318_UH3H3S.wav,1,0.4256423503561238
175,1,AS,AS_20210318_WZQ63D.wav,0,0.6616680293060817
176,1,AS,AS_20210318_XDMPNL.wav,1,0.4390407295745747
177,1,AS,AS_20210318_DZF211.wav,1,0.9052501214674711
178,0,AS,AS_20210318_IUKT3Z.wav,1,0.5411146396865012
179,1,AS,AS_20210321_8DPS7D.wav,0,0.23296762724644768
180,1,AS,AS_20210321_815763.wav,1,0.5162447843416399
181,1,AS,AS_20210321_YPNJD9.wav,1,0.4860569566471286
182,1,AS,AS_20210321_25O0ZS.wav,1,0.5669660306073643
183,1,AS,AS_20210321_QMKY06.wav,1,0.9116834302075111
184,1,AS,AS_20210321_91Q8AO.wav,1,0.5506266836746084
185,1,AS,AS_20210321_CC5GRO.wav,1,0.8309912322001268
186,1,AS,AS_20210321_9DPZXZ.wav,1,0.8074858551491381
187,1,AS,AS_20210321_39L3JI.wav,0,0.8414526447959799
188,1,AS,AS_20210321_80U1WK.wav,1,0.6561498830095012
189,1,AS,AS_20210321_THW5CO.wav,1,0.9167503911905851
190,1,AS,AS_20210321_01UTRI.wav,1,0.3404146170558211
191,1,AS,AS_20210321_Z6GX4Y.wav,1,0.8268751613097399
192,1,AS,AS_20210321_B87ANI.wav,1,0.8704974693106328
193,1,AS,AS_20210321_N1VEDO.wav,1,0.7221897392269602
194,1,AS,AS_20210321_POKV80.wav,1,0.6249783344090021
195,1,AS,AS_20210321_GWV274.wav,1,0.7281078028380628
196,1,AS,AS_20210321_8YAJYU.wav,0,0.25218924106239105
197,1,AS,AS_20210321_1JV34E.wav,1,0.8701236483281725
198,1,AS,AS_20210321_VXNFJ4.wav,1,0.940765456613714
199,1,AS,AS_20210321_YE6XPC.wav,0,0.7420608149521148
200,1,AS,AS_20210321_WHSLH1.wav,1,0.2946101610830548
201,1,AS,AS_20210321_FL7ICN.wav,1,0.5803323708498329
202,1,AS,AS_20210321_FMKAKJ.wav,1,0.5760446078630284
203,1,AS,AS_20210321_VYJKZV.wav,1,0.7649230950808602
204,1,AS,AS_20210321_1DIXBZ.wav,1,0.8644136466252739
205,1,AS,AS_20210321_URW84B.wav,1,0.8483241043277828
206,1,AS,AS_20210321_SQEXEC.wav,1,0.5785737615205491
207,1,AS,AS_20210321_1PBCA2.wav,1,0.8319709120344702
208,1,AS,AS_20210321_BZR663.wav,1,0.8896961726199486
209,1,AS,AS_20210321_W2FQRR.wav,1,0.7614740128567918
210,1,AS,AS_20210321_18GFJW.wav,1,0.9510521430877625
211,1,AS,AS_20210321_11YUF1.wav,1,0.7679452066829331
212,1,AS,AS_20210321_RD54RK.wav,1,0.5822571621058446
213,1,AS,AS_20210321_QXZYDS.wav,1,0.42954526118565506
214,1,AS,AS_20210321_E2SIB6.wav,1,0.9187669773395484
215,1,AS,AS_20210321_11R3RU.wav,0,0.888809588067375
216,1,AS,AS_20210321_1ISAQX.wav,1,0.8712889560117675
217,1,AS,AS_20210321_QZ6YAY.wav,1,0.8732760928326393
218,1,AS,AS_20210321_N7WO5O.wav,0,0.8262479566494395
219,1,AS,AS_20210321_47ED16.wav,1,0.8739791204196091
220,1,AS,AS_20210321_53FI89.wav,0,0.7001803543036815
221,1,AS,AS_20210321_W8C9Z1.wav,1,0.6826486578451898
222,1,AS,AS_20210321_F2OZ5O.wav,1,0.7487714723413534
223,1,AS,AS_20210321_U3WU5Z.wav,1,0.8187059727339336
224,1,AS,AS_20210321_SME96V.wav,1,0.8346241586611957
225,1,AS,AS_20210321_B9XKPJ.wav,0,0.8960981772922837
226,1,AS,AS_20210321_VRM2YU.wav,1,0.7733454430630318
227,1,AS,AS_20210321_XUDUSP.wav,1,0.6792644837022352
228,1,AS,AS_20210321_Q0TMF5.wav,1,0.5382925701446643
229,1,AS,AS_20210321_QXBTQL.wav,1,0.8340024846641596
230,1,AS,AS_20210321_F0KDBT.wav,1,0.8206950402807006
231,1,AS,AS_20210321_EEEUD2.wav,1,0.7897090755873106
232,1,AS,AS_20210321_M20FYO.wav,1,0.9231824387292595
233,1,AS,AS_20210321_2PMSPF.wav,1,0.8996490010478974
234,1,AS,AS_20210321_0VL2IJ.wav,1,0.8452645177372591
235,1,AS,AS_20210321_KE1TYM.wav,1,0.8636664215747384
236,1,AS,AS_20210321_0DXXEC.wav,1,0.6543780734160628
237,1,AS,AS_20210321_QDLWYW.wav,1,0.5964322902933075
238,1,AS,AS_20210321_CELV43.wav,1,0.7411866324261511
239,1,AS,AS_20210321_PVRULS.wav,1,0.6290429052047894
240,1,AS,AS_20210321_H7I9XM.wav,1,0.7206082680205494
241,1,AS,AS_20210321_OHM6VO.wav,1,0.5908617384810927
242,1,AS,AS_20210321_VVW71D.wav,0,0.4431907408282125
243,1,AS,AS_20210321_EZ7EFQ.wav,1,0.8119297442686789
244,1,AS,AS_20210321_C6LZWH.wav,1,0.9890747471944795
245,1,AS,AS_20210321_HB97AU.wav,1,0.886229127644257
246,1,AS,AS_20210321_V810WP.wav,1,0.6951443144867322
247,1,AS,AS_20210321_787ICD.wav,1,0.9857389606907553
248,1,AS,AS_20210321_6N3PVS.wav,1,0.8146961795771702
249,1,AS,AS_20210321_BZBI57.wav,0,0.7621282125080608
250,1,AS,AS_20210321_JVK7F9.wav,0,0.9087967047544829
251,1,AS,AS_20210321_T40Y6F.wav,0,0.20503421837107735
252,1,AS,AS_20210321_6QG669.wav,0,0.8634668366382713
253,1,AS,AS_20210321_G9TDSI.wav,1,0.8421112678196843
254,1,AS,AS_20210321_RO3M8P.wav,1,0.9151680592275662
255,1,AS,AS_20210321_G3YOBU.wav,1,0.4808420899088944
256,1,AS,AS_20210321_GV5GAR.wav,0,0.8575224610816954
257,1,AS,AS_20210321_HBIEZW.wav,1,0.9280563906533682
258,1,AS,AS_20210321_QTPMIS.wav,1,0.7680242380086286
259,1,AS,AS_20210321_280S2U.wav,1,0.9699779586131252
260,1,AS,AS_20210321_HIJ20H.wav,1,0.5978154053151676
261,1,AS,AS_20210321_M8S64W.wav,0,0.8665412523741725
262,1,AS,AS_20210321_F30ADN.wav,1,0.481716970405682
263,1,AS,AS_20210321_RF40CY.wav,1,0.8265012174705291
264,1,AS,AS_20210321_WQCNSE.wav,1,0.8775476604982526
265,1,AS,AS_20210321_054NJI.wav,1,0.7896479688970832
266,0,AS,AS_20210321_7K7U8C.wav,0,0.9234745214583079
267,1,AS,AS_20210321_N563MM.wav,1,0.9925045778096354
268,1,AS,AS_20210321_GLN0BO.wav,1,0.7325068147398287
269,1,AS,AS_20210321_HKJG94.wav,1,0.8388593739886451
270,1,AS,AS_20210321_0PMX95.wav,1,0.937436255527449
271,1,AS,AS_20210321_BI97CQ.wav,1,0.5457043017057411
272,1,AS,AS_20210321_IRV6CM.wav,1,0.6802165009861504
273,1,AS,AS_20210321_01XWZJ.wav,1,0.8530700504896023
274,1,AS,AS_20210321_LD2Q6K.wav,1,0.9259470436357295
275,1,AS,AS_20210321_JY8QH2.wav,1,0.5269213847849004
276,1,AS,AS_20210321_Q6GZ85.wav,0,0.8845974056104611
277,1,AS,AS_20210321_G6UCT9.wav,1,0.8948088080701431
278,1,AS,AS_20210321_NQU1OC.wav,0,0.5497238269831058
279,1,AS,AS_20210321_PER2UY.wav,1,0.4477239157680777
280,1,AS,AS_20210321_ATBTOV.wav,1,0.5038346007375071
281,1,AS,AS_20210321_JQ3K16.wav,1,0.7095307237340017
282,1,AS,AS_20210321_JF2QXW.wav,1,0.6371127836478051
283,1,AS,AS_20210321_20NLT4.wav,1,0.9503865751725128
284,1,AS,AS_20210321_B11GE5.wav,1,0.9547060751117796
285,1,AS,AS_20210321_ULBDGK.wav,1,0.9723548083581453
286,1,AS,AS_20210321_4ILWUM.wav,1,0.8684062419094226
287,1,AS,AS_20210321_N6EHJU.wav,1,0.7479380870477835
288,1,AS,AS_20210321_TBHKT4.wav,1,0.9462490953771792
289,1,AS,AS_20210321_DW3E45.wav,1,0.8698339356925335
290,1,AS,AS_20210321_9669LN.wav,1,0.9309405971655337
291,1,AS,AS_20210321_Y7QAF6.wav,1,0.7495808552112968
292,1,AS,AS_20210321_OYGGXE.wav,1,0.9301488650948962
293,1,AS,AS_20210321_1AQQCN.wav,1,0.8777931141796353
294,1,AS,AS_20210321_8MKU4F.wav,1,0.902933017124094
295,0,AS,AS_20190823_TKJRLZ.wav,1,0.3771157997124958
296,0,AS,AS_20190823_SW9NXN.wav,1,0.30222208067063544
297,0,AS,AS_20190824_RXJ5IF.wav,1,0.6136399616409625
298,0,AS,AS_20190824_VZ9JGR.wav,1,0.908795330229714
299,0,AS,AS_20190824_M0H4AR.wav,0,0.5221189177605117
300,0,AS,AS_20190824_04EDU3.wav,1,0.558651699512409
301,1,AS,AS_20210321_N1QK6O.wav,1,0.8044126314753643
302,1,AS,AS_20210321_1U8V2P.wav,1,0.903091077182819
303,1,AS,AS_20210321_N110JE.wav,1,0.8962245514037193
304,1,AS,AS_20210321_OUOLGR.wav,1,0.6088025772889296
305,1,AS,AS_20210321_G2ON01.wav,1,0.7409785824697009
306,1,AS,AS_20210321_0Q3ASM.wav,1,0.8648768084796725
307,1,AS,AS_20210321_BDT830.wav,0,0.6837329448716737
308,1,AS,AS_20210321_46K4EK.wav,1,0.7674359896287842
309,1,AS,AS_20210321_1FT6TB.wav,0,0.9935704496332325
310,1,AS,AS_20210321_FNOVDU.wav,1,0.8597625682335511
311,1,AS,AS_20210321_93JBD9.wav,1,0.9331945405437564
312,1,AS,AS_20210321_T56ASJ.wav,1,0.9853522292005921
313,1,AS,AS_20210321_R1QKGA.wav,1,0.9675281071686738
314,1,AS,AS_20210321_6FYHL4.wav,1,0.9714175201604199
315,1,AS,AS_20210321_UKUVPC.wav,1,0.8428693210034677
316,1,AS,AS_20210321_ADQVDW.wav,1,0.8349306967053985
317,1,AS,AS_20210321_67HCF4.wav,1,0.9102633142149772
318,1,AS,AS_20210321_D4KICO.wav,0,0.4736048355871565
319,1,AS,AS_20210321_QR42SJ.wav,1,0.5403753915450615
320,1,AS,AS_20210321_OMFRZ5.wav,0,0.4859231858156166
321,1,AS,AS_20210321_VHS65U.wav,1,0.8015845501690921
322,1,AS,AS_20210321_2CJYHW.wav,1,0.766481292366116
323,1,AS,AS_20210321_R5CCPP.wav,1,0.6704796380630959
324,1,AS,AS_20210321_DVHQAE.wav,1,0.9592443320288914
325,1,AS,AS_20210321_COBE5W.wav,0,0.4772209359390052
326,1,AS,AS_20210321_R5L82Q.wav,1,0.7411841363639786
327,1,AS,AS_20210321_Z41201.wav,1,0.8817730822464651
328,1,AS,AS_20210321_SXFIOF.wav,1,0.8882381348378545
329,1,AS,AS_20210321_NVSM4T.wav,0,0.6987545052346583
330,1,AS,AS_20210321_FTS5ML.wav,1,0.8460344989425389
331,1,AS,AS_20210321_K3MDTO.wav,0,0.9144532584723006
332,1,AS,AS_20210321_G5ESXN.wav,1,0.44587426801900204
333,1,AS,AS_20210321_2C17PL.wav,1,0.6888674865601148
334,1,AS,AS_20210321_OXTKBX.wav,1,0.7160472370029024
335,1,AS,AS_20210321_F6L9E8.wav,1,0.9622314826958493
336,1,AS,AS_20210321_6TJOWJ.wav,0,0.11994610559689219
337,1,AS,AS_20210321_063FM6.wav,1,0.9643178803037212
338,1,AS,AS_20210321_6POFE9.wav,1,0.9265572196011552
339,1,AS,AS_20210321_XQ9WL0.wav,1,0.9005141387303579
340,1,AS,AS_20210321_VX950A.wav,1,0.8539632247122929
341,1,AS,AS_20210321_W4VCBM.wav,0,0.4418710529000412
342,1,AS,AS_20210321_U5N608.wav,1,0.668643646366458
343,1,AS,AS_20210321_4471ZI.wav,0,0.418776084595376
344,1,AS,AS_20210321_UY208D.wav,0,0.4139399017407218
345,1,AS,AS_20210321_OQB8N9.wav,1,0.7312450138797976
346,1,AS,AS_20210321_O7FKZO.wav,1,0.5532396507959515
347,1,AS,AS_20210321_6KW9XR.wav,1,0.9294796812471825
348,1,AS,AS_20210321_2HUCSX.wav,1,0.41764889286823076
349,1,AS,AS_20210321_EBDBKU.wav,1,0.5257561576901936
350,1,AS,AS_20210321_TKEUI3.wav,0,0.7265516101509675
351,1,AS,AS_20210321_J7ID7S.wav,1,0.8280251772728591
352,1,AS,AS_20210321_TPGUGK.wav,1,0.8155272650155213
353,1,AS,AS_20210321_OK9RT3.wav,0,0.2925204709110635
354,1,AS,AS_20210321_3SF3ZY.wav,1,0.9544561280947021
355,1,AS,AS_20210321_TIHPLI.wav,1,0.8043171512312495
356,1,AS,AS_20210321_B8HT5F.wav,1,0.904497368691723
357,1,AS,AS_20210321_LZ9IR8.wav,1,0.7240399997074501
358,1,AS,AS_20210321_JT123V.wav,1,0.8049172731980884
359,1,AS,AS_20210321_OVWIPR.wav,1,0.8605664401823296
360,1,AS,AS_20210321_U7SN9I.wav,1,0.816274876912891
361,1,AS,AS_20210321_JA1QEL.wav,1,0.6674591518851551
362,1,AS,AS_20210321_XWQZKQ.wav,0,0.08752157608605986
363,1,AS,AS_20210321_RTXHH4.wav,1,0.6190485841310367
364,1,AS,AS_20210321_KZYGBF.wav,1,0.5708937067721405
365,1,AS,AS_20210321_K7JCPK.wav,1,0.5643368705396952
366,1,AS,AS_20210321_T63TGR.wav,1,0.862252062916419
367,1,AS,AS_20210321_06P2UT.wav,1,0.6500167578267797
368,1,AS,AS_20210321_UO49G3.wav,1,0.9088055681192955
369,1,AS,AS_20210321_7LYGKD.wav,1,0.9349144765438164
370,1,AS,AS_20210321_9X6O6J.wav,1,0.9344567569771054
371,1,AS,AS_20210321_KWYW89.wav,1,0.8869482991660831
372,1,AS,AS_20210321_11D9V7.wav,1,0.8829672208645524
373,1,AS,AS_20210321_L06L2B.wav,1,0.7111078469986459
374,1,AS,AS_20210321_HR0GZ7.wav,1,0.917423636803251
375,1,AS,AS_20210321_L6GL52.wav,1,0.6624834488170985
376,1,AS,AS_20210321_G6KHMY.wav,1,0.8548979194991784
377,1,AS,AS_20210321_2NIJK7.wav,1,0.6239863670201834
378,1,AS,AS_20210321_XQISYV.wav,0,0.18272452711273202
379,1,AS,AS_20210321_29EE2Q.wav,0,0.42668242974483783
380,1,AS,AS_20210321_UO11BQ.wav,1,0.8432192323794948
381,1,AS,AS_20210321_WTHK8I.wav,1,0.728750776538264
382,1,AS,AS_20210321_JWVHCP.wav,1,0.5350106893926364
383,1,AS,AS_20210321_DDMKN6.wav,0,0.5490260247913309
384,1,AS,AS_20210321_DAJLF9.wav,1,0.7264199289936634
385,1,AS,AS_20210321_XNJMEH.wav,1,0.9398628813190328
386,1,AS,AS_20210321_24FWY5.wav,1,0.7653587915518631
387,1,AS,AS_20210321_WFVXNP.wav,0,0.9213120570344484
388,1,AS,AS_20210321_QR6RD0.wav,1,0.840061244611881
389,1,AS,AS_20210321_RDWMEE.wav,0,0.9113572685559569
390,1,AS,AS_20210321_ELB4RP.wav,1,0.8459097628984257
391,1,AS,AS_20210321_71GTAW.wav,1,0.7304368172085326
392,1,AS,AS_20210321_36S9N9.wav,1,0.8560202328293485
393,1,AS,AS_20210321_KIP066.wav,1,0.7593337883471978
394,1,AS,AS_20210321_352D88.wav,0,0.8714472617752864
395,1,AS,AS_20210321_6VHFK6.wav,1,0.9266507652472765
396,1,AS,AS_20210321_RK7QG0.wav,0,0.531239474444639
397,1,AS,AS_20210321_NMS07I.wav,1,0.5985315141441754
398,1,AS,AS_20210321_8BARNZ.wav,1,0.7633460209218693
399,1,AS,AS_20210321_TMG2FB.wav,1,0.9026362003067617
400,1,AS,AS_20210321_9E8PF5.wav,1,0.847526679662757
401,1,AS,AS_20210321_7CLAU7.wav,1,0.8090883642412078
