,Label,Dataset,FileName,training
63,1,AS,AS_20210314_WWMXPE.wav,1
64,1,AS,AS_20210314_6Y8RVN.wav,1
65,1,AS,AS_20210314_HBL8YF.wav,1
66,1,AS,AS_20210314_HG4TBG.wav,1
67,1,AS,AS_20210314_MJQIDX.wav,1
68,1,AS,AS_20210314_D8EA6J.wav,1
69,1,AS,AS_20210314_QBIK20.wav,1
70,1,AS,AS_20210314_6BDVJN.wav,1
71,1,AS,AS_20210314_0XILXK.wav,0
72,1,AS,AS_20210314_XO9UN9.wav,1
73,1,AS,AS_20210314_SPLRF6.wav,1
74,1,AS,AS_20210314_ZR5ZQA.wav,1
75,1,AS,AS_20210314_DY2S28.wav,1
76,1,AS,AS_20210314_WEQSFS.wav,1
77,1,AS,AS_20210314_2LXXFZ.wav,1
78,1,AS,AS_20210314_CO06OH.wav,1
79,1,AS,AS_20210314_4WPX1Z.wav,1
80,1,AS,AS_20210314_1IBFGI.wav,1
81,1,AS,AS_20210314_ZYF4P6.wav,1
82,1,AS,AS_20210314_NCBVUW.wav,1
83,1,AS,AS_20210314_MA2DHB.wav,1
84,1,AS,AS_20210314_8654YM.wav,1
85,1,AS,AS_20210314_HPFBX6.wav,1
86,1,AS,AS_20210314_DMNQS6.wav,1
87,1,AS,AS_20210314_UWOWTC.wav,1
88,1,AS,AS_20210314_DHRTU9.wav,1
89,1,AS,AS_20210314_3I9QEX.wav,1
90,1,AS,AS_20210314_PHQ3O4.wav,1
91,1,AS,AS_20210314_I96EQM.wav,1
92,1,AS,AS_20210314_CKAO3B.wav,1
93,1,AS,AS_20210314_AHAUIH.wav,1
94,1,AS,AS_20210314_6G5I5Q.wav,0
95,1,AS,AS_20210314_4TKNKX.wav,1
96,1,AS,AS_20210314_ET4C2H.wav,1
97,1,AS,AS_20210314_5D56MB.wav,1
98,1,AS,AS_20210314_1EXE3Y.wav,1
99,1,AS,AS_20210314_P8F9WY.wav,1
100,1,AS,AS_20210314_WQTDSM.wav,1
101,1,AS,AS_20210314_UQHVQV.wav,1
102,1,AS,AS_20210314_PPX8EW.wav,1
103,1,AS,AS_20210314_FHTR55.wav,1
104,1,AS,AS_20210314_Q0FCX0.wav,1
105,1,AS,AS_20210314_VFUUTS.wav,1
106,1,AS,AS_20210314_A1S89P.wav,1
107,1,AS,AS_20210314_2CEF9M.wav,1
108,1,AS,AS_20210314_XXOSAT.wav,1
109,1,AS,AS_20210314_ZBHC7V.wav,1
110,1,AS,AS_20210314_F7LA9X.wav,1
111,1,AS,AS_20210314_4S1OGU.wav,0
112,0,AS,AS_20210314_QAWYZW.wav,1
113,1,AS,AS_20210318_HFGWKF.wav,1
114,1,AS,AS_20210318_X6NAMN.wav,1
115,1,AS,AS_20210318_09BYT8.wav,1
116,1,AS,AS_20210318_22DVCY.wav,1
117,1,AS,AS_20210318_LN065T.wav,1
118,1,AS,AS_20210318_7OZUF6.wav,0
119,1,AS,AS_20210318_WKTQ5N.wav,1
120,1,AS,AS_20210318_IWSVDL.wav,1
121,1,AS,AS_20210318_B5XCAO.wav,1
122,1,AS,AS_20210318_JL8M3Q.wav,1
123,1,AS,AS_20210318_DX789A.wav,1
124,1,AS,AS_20210318_UOVANI.wav,1
125,1,AS,AS_20210318_RQEDUQ.wav,1
126,1,AS,AS_20210318_CL3Y4Q.wav,1
127,1,AS,AS_20210318_WEH1BM.wav,1
128,1,AS,AS_20210318_HL6E5H.wav,1
129,1,AS,AS_20210318_Y95SJA.wav,1
130,1,AS,AS_20210318_Q499BU.wav,0
131,1,AS,AS_20210318_DHFZY5.wav,0
132,1,AS,AS_20210318_W4LRCX.wav,1
133,1,AS,AS_20210318_M5LRCM.wav,1
134,1,AS,AS_20210318_W207ZY.wav,1
135,1,AS,AS_20210318_WNBS0P.wav,1
136,1,AS,AS_20210318_AYO2AX.wav,1
137,1,AS,AS_20210318_MA8PE2.wav,0
138,1,AS,AS_20210318_TT0QGG.wav,1
139,1,AS,AS_20210318_QGYA56.wav,1
140,1,AS,AS_20210318_TN4K1D.wav,0
141,1,AS,AS_20210318_89XDCW.wav,0
142,1,AS,AS_20210318_I4K3S9.wav,1
143,1,AS,AS_20210318_NC9LTL.wav,0
144,1,AS,AS_20210318_3FYA5G.wav,1
145,1,AS,AS_20210318_A3N6FE.wav,1
146,1,AS,AS_20210318_Z2ER6Z.wav,1
147,1,AS,AS_20210318_KHLYKM.wav,0
148,1,AS,AS_20210318_TPT029.wav,1
149,1,AS,AS_20210318_WLYBC0.wav,1
150,1,AS,AS_20210318_ETSRAA.wav,1
151,1,AS,AS_20210318_XHEUA4.wav,1
152,1,AS,AS_20210318_N92NEI.wav,1
153,1,AS,AS_20210318_Q5L4BR.wav,0
154,1,AS,AS_20210318_ZAXG33.wav,1
155,1,AS,AS_20210318_XFP2QJ.wav,1
156,1,AS,AS_20210318_EPNGOJ.wav,1
157,1,AS,AS_20210318_073N4C.wav,1
158,1,AS,AS_20210318_BJW1J3.wav,1
159,1,AS,AS_20210318_VU92O2.wav,1
160,1,AS,AS_20210318_JOGC0M.wav,1
161,1,AS,AS_20210318_LT3KCY.wav,0
162,1,AS,AS_20210318_MAPHD2.wav,1
163,1,AS,AS_20210318_8YYSO5.wav,1
164,1,AS,AS_20210318_2NAZS1.wav,1
165,1,AS,AS_20210318_A6DP68.wav,1
166,1,AS,AS_20210318_78M8WI.wav,1
167,1,AS,AS_20210318_PZR857.wav,1
168,1,AS,AS_20210318_HCKN6B.wav,1
169,1,AS,AS_20210318_NV94D7.wav,0
170,1,AS,AS_20210318_GRCPPT.wav,1
171,1,AS,AS_20210318_XMI4M3.wav,0
172,1,AS,AS_20210318_QXH1Y4.wav,1
173,1,AS,AS_20210318_WVGFWQ.wav,1
174,1,AS,AS_20210318_UH3H3S.wav,1
175,1,AS,AS_20210318_WZQ63D.wav,0
176,1,AS,AS_20210318_XDMPNL.wav,1
177,1,AS,AS_20210318_DZF211.wav,1
178,0,AS,AS_20210318_IUKT3Z.wav,1
179,1,AS,AS_20210321_8DPS7D.wav,0
180,1,AS,AS_20210321_815763.wav,1
181,1,AS,AS_20210321_YPNJD9.wav,1
182,1,AS,AS_20210321_25O0ZS.wav,1
183,1,AS,AS_20210321_QMKY06.wav,1
184,1,AS,AS_20210321_91Q8AO.wav,1
185,1,AS,AS_20210321_CC5GRO.wav,1
186,1,AS,AS_20210321_9DPZXZ.wav,1
187,1,AS,AS_20210321_39L3JI.wav,0
188,1,AS,AS_20210321_80U1WK.wav,1
189,1,AS,AS_20210321_THW5CO.wav,1
190,1,AS,AS_20210321_01UTRI.wav,1
191,1,AS,AS_20210321_Z6GX4Y.wav,1
192,1,AS,AS_20210321_B87ANI.wav,1
193,1,AS,AS_20210321_N1VEDO.wav,1
194,1,AS,AS_20210321_POKV80.wav,1
195,1,AS,AS_20210321_GWV274.wav,1
196,1,AS,AS_20210321_8YAJYU.wav,0
197,1,AS,AS_20210321_1JV34E.wav,1
198,1,AS,AS_20210321_VXNFJ4.wav,1
199,1,AS,AS_20210321_YE6XPC.wav,0
200,1,AS,AS_20210321_WHSLH1.wav,1
201,1,AS,AS_20210321_FL7ICN.wav,1
202,1,AS,AS_20210321_FMKAKJ.wav,1
203,1,AS,AS_20210321_VYJKZV.wav,1
204,1,AS,AS_20210321_1DIXBZ.wav,1
205,1,AS,AS_20210321_URW84B.wav,1
206,1,AS,AS_20210321_SQEXEC.wav,1
207,1,AS,AS_20210321_1PBCA2.wav,1
208,1,AS,AS_20210321_BZR663.wav,1
209,1,AS,AS_20210321_W2FQRR.wav,1
210,1,AS,AS_20210321_18GFJW.wav,1
211,1,AS,AS_20210321_11YUF1.wav,1
212,1,AS,AS_20210321_RD54RK.wav,1
213,1,AS,AS_20210321_QXZYDS.wav,1
214,1,AS,AS_20210321_E2SIB6.wav,1
215,1,AS,AS_20210321_11R3RU.wav,0
216,1,AS,AS_20210321_1ISAQX.wav,1
217,1,AS,AS_20210321_QZ6YAY.wav,1
218,1,AS,AS_20210321_N7WO5O.wav,0
219,1,AS,AS_20210321_47ED16.wav,1
220,1,AS,AS_20210321_53FI89.wav,0
221,1,AS,AS_20210321_W8C9Z1.wav,1
222,1,AS,AS_20210321_F2OZ5O.wav,1
223,1,AS,AS_20210321_U3WU5Z.wav,1
224,1,AS,AS_20210321_SME96V.wav,1
225,1,AS,AS_20210321_B9XKPJ.wav,0
226,1,AS,AS_20210321_VRM2YU.wav,1
227,1,AS,AS_20210321_XUDUSP.wav,1
228,1,AS,AS_20210321_Q0TMF5.wav,1
229,1,AS,AS_20210321_QXBTQL.wav,1
230,1,AS,AS_20210321_F0KDBT.wav,1
231,1,AS,AS_20210321_EEEUD2.wav,1
232,1,AS,AS_20210321_M20FYO.wav,1
233,1,AS,AS_20210321_2PMSPF.wav,1
234,1,AS,AS_20210321_0VL2IJ.wav,1
235,1,AS,AS_20210321_KE1TYM.wav,1
236,1,AS,AS_20210321_0DXXEC.wav,1
237,1,AS,AS_20210321_QDLWYW.wav,1
238,1,AS,AS_20210321_CELV43.wav,1
239,1,AS,AS_20210321_PVRULS.wav,1
240,1,AS,AS_20210321_H7I9XM.wav,1
241,1,AS,AS_20210321_OHM6VO.wav,1
242,1,AS,AS_20210321_VVW71D.wav,0
243,1,AS,AS_20210321_EZ7EFQ.wav,1
244,1,AS,AS_20210321_C6LZWH.wav,1
245,1,AS,AS_20210321_HB97AU.wav,1
246,1,AS,AS_20210321_V810WP.wav,1
247,1,AS,AS_20210321_787ICD.wav,1
248,1,AS,AS_20210321_6N3PVS.wav,1
249,1,AS,AS_20210321_BZBI57.wav,0
250,1,AS,AS_20210321_JVK7F9.wav,0
251,1,AS,AS_20210321_T40Y6F.wav,0
252,1,AS,AS_20210321_6QG669.wav,0
253,1,AS,AS_20210321_G9TDSI.wav,1
254,1,AS,AS_20210321_RO3M8P.wav,1
255,1,AS,AS_20210321_G3YOBU.wav,1
256,1,AS,AS_20210321_GV5GAR.wav,0
257,1,AS,AS_20210321_HBIEZW.wav,1
258,1,AS,AS_20210321_QTPMIS.wav,1
259,1,AS,AS_20210321_280S2U.wav,1
260,1,AS,AS_20210321_HIJ20H.wav,1
261,1,AS,AS_20210321_M8S64W.wav,0
262,1,AS,AS_20210321_F30ADN.wav,1
263,1,AS,AS_20210321_RF40CY.wav,1
264,1,AS,AS_20210321_WQCNSE.wav,1
265,1,AS,AS_20210321_054NJI.wav,1
266,0,AS,AS_20210321_7K7U8C.wav,0
267,1,AS,AS_20210321_N563MM.wav,1
268,1,AS,AS_20210321_GLN0BO.wav,1
269,1,AS,AS_20210321_HKJG94.wav,1
270,1,AS,AS_20210321_0PMX95.wav,1
271,1,AS,AS_20210321_BI97CQ.wav,1
272,1,AS,AS_20210321_IRV6CM.wav,1
273,1,AS,AS_20210321_01XWZJ.wav,1
274,1,AS,AS_20210321_LD2Q6K.wav,1
275,1,AS,AS_20210321_JY8QH2.wav,1
276,1,AS,AS_20210321_Q6GZ85.wav,0
277,1,AS,AS_20210321_G6UCT9.wav,1
278,1,AS,AS_20210321_NQU1OC.wav,0
279,1,AS,AS_20210321_PER2UY.wav,1
280,1,AS,AS_20210321_ATBTOV.wav,1
281,1,AS,AS_20210321_JQ3K16.wav,1
282,1,AS,AS_20210321_JF2QXW.wav,1
283,1,AS,AS_20210321_20NLT4.wav,1
284,1,AS,AS_20210321_B11GE5.wav,1
285,1,AS,AS_20210321_ULBDGK.wav,1
286,1,AS,AS_20210321_4ILWUM.wav,1
287,1,AS,AS_20210321_N6EHJU.wav,1
288,1,AS,AS_20210321_TBHKT4.wav,1
289,1,AS,AS_20210321_DW3E45.wav,1
290,1,AS,AS_20210321_9669LN.wav,1
291,1,AS,AS_20210321_Y7QAF6.wav,1
292,1,AS,AS_20210321_OYGGXE.wav,1
293,1,AS,AS_20210321_1AQQCN.wav,1
294,1,AS,AS_20210321_8MKU4F.wav,1
295,0,AS,AS_20190823_TKJRLZ.wav,1
296,0,AS,AS_20190823_SW9NXN.wav,1
297,0,AS,AS_20190824_RXJ5IF.wav,1
298,0,AS,AS_20190824_VZ9JGR.wav,1
299,0,AS,AS_20190824_M0H4AR.wav,0
300,0,AS,AS_20190824_04EDU3.wav,1
301,1,AS,AS_20210321_N1QK6O.wav,1
302,1,AS,AS_20210321_1U8V2P.wav,1
303,1,AS,AS_20210321_N110JE.wav,1
304,1,AS,AS_20210321_OUOLGR.wav,1
305,1,AS,AS_20210321_G2ON01.wav,1
306,1,AS,AS_20210321_0Q3ASM.wav,1
307,1,AS,AS_20210321_BDT830.wav,0
308,1,AS,AS_20210321_46K4EK.wav,1
309,1,AS,AS_20210321_1FT6TB.wav,0
310,1,AS,AS_20210321_FNOVDU.wav,1
311,1,AS,AS_20210321_93JBD9.wav,1
312,1,AS,AS_20210321_T56ASJ.wav,1
313,1,AS,AS_20210321_R1QKGA.wav,1
314,1,AS,AS_20210321_6FYHL4.wav,1
315,1,AS,AS_20210321_UKUVPC.wav,1
316,1,AS,AS_20210321_ADQVDW.wav,1
317,1,AS,AS_20210321_67HCF4.wav,1
318,1,AS,AS_20210321_D4KICO.wav,0
319,1,AS,AS_20210321_QR42SJ.wav,1
320,1,AS,AS_20210321_OMFRZ5.wav,0
321,1,AS,AS_20210321_VHS65U.wav,1
322,1,AS,AS_20210321_2CJYHW.wav,1
323,1,AS,AS_20210321_R5CCPP.wav,1
324,1,AS,AS_20210321_DVHQAE.wav,1
325,1,AS,AS_20210321_COBE5W.wav,0
326,1,AS,AS_20210321_R5L82Q.wav,1
327,1,AS,AS_20210321_Z41201.wav,1
328,1,AS,AS_20210321_SXFIOF.wav,1
329,1,AS,AS_20210321_NVSM4T.wav,0
330,1,AS,AS_20210321_FTS5ML.wav,1
331,1,AS,AS_20210321_K3MDTO.wav,0
332,1,AS,AS_20210321_G5ESXN.wav,1
333,1,AS,AS_20210321_2C17PL.wav,1
334,1,AS,AS_20210321_OXTKBX.wav,1
335,1,AS,AS_20210321_F6L9E8.wav,1
336,1,AS,AS_20210321_6TJOWJ.wav,0
337,1,AS,AS_20210321_063FM6.wav,1
338,1,AS,AS_20210321_6POFE9.wav,1
339,1,AS,AS_20210321_XQ9WL0.wav,1
340,1,AS,AS_20210321_VX950A.wav,1
341,1,AS,AS_20210321_W4VCBM.wav,0
342,1,AS,AS_20210321_U5N608.wav,1
343,1,AS,AS_20210321_4471ZI.wav,0
344,1,AS,AS_20210321_UY208D.wav,0
345,1,AS,AS_20210321_OQB8N9.wav,1
346,1,AS,AS_20210321_O7FKZO.wav,1
347,1,AS,AS_20210321_6KW9XR.wav,1
348,1,AS,AS_20210321_2HUCSX.wav,1
349,1,AS,AS_20210321_EBDBKU.wav,1
350,1,AS,AS_20210321_TKEUI3.wav,0
351,1,AS,AS_20210321_J7ID7S.wav,1
352,1,AS,AS_20210321_TPGUGK.wav,1
353,1,AS,AS_20210321_OK9RT3.wav,0
354,1,AS,AS_20210321_3SF3ZY.wav,1
355,1,AS,AS_20210321_TIHPLI.wav,1
356,1,AS,AS_20210321_B8HT5F.wav,1
357,1,AS,AS_20210321_LZ9IR8.wav,1
358,1,AS,AS_20210321_JT123V.wav,1
359,1,AS,AS_20210321_OVWIPR.wav,1
360,1,AS,AS_20210321_U7SN9I.wav,1
361,1,AS,AS_20210321_JA1QEL.wav,1
362,1,AS,AS_20210321_XWQZKQ.wav,0
363,1,AS,AS_20210321_RTXHH4.wav,1
364,1,AS,AS_20210321_KZYGBF.wav,1
365,1,AS,AS_20210321_K7JCPK.wav,1
366,1,AS,AS_20210321_T63TGR.wav,1
367,1,AS,AS_20210321_06P2UT.wav,1
368,1,AS,AS_20210321_UO49G3.wav,1
369,1,AS,AS_20210321_7LYGKD.wav,1
370,1,AS,AS_20210321_9X6O6J.wav,1
371,1,AS,AS_20210321_KWYW89.wav,1
372,1,AS,AS_20210321_11D9V7.wav,1
373,1,AS,AS_20210321_L06L2B.wav,1
374,1,AS,AS_20210321_HR0GZ7.wav,1
375,1,AS,AS_20210321_L6GL52.wav,1
376,1,AS,AS_20210321_G6KHMY.wav,1
377,1,AS,AS_20210321_2NIJK7.wav,1
378,1,AS,AS_20210321_XQISYV.wav,0
379,1,AS,AS_20210321_29EE2Q.wav,0
380,1,AS,AS_20210321_UO11BQ.wav,1
381,1,AS,AS_20210321_WTHK8I.wav,1
382,1,AS,AS_20210321_JWVHCP.wav,1
383,1,AS,AS_20210321_DDMKN6.wav,0
384,1,AS,AS_20210321_DAJLF9.wav,1
385,1,AS,AS_20210321_XNJMEH.wav,1
386,1,AS,AS_20210321_24FWY5.wav,1
387,1,AS,AS_20210321_WFVXNP.wav,0
388,1,AS,AS_20210321_QR6RD0.wav,1
389,1,AS,AS_20210321_RDWMEE.wav,0
390,1,AS,AS_20210321_ELB4RP.wav,1
391,1,AS,AS_20210321_71GTAW.wav,1
392,1,AS,AS_20210321_36S9N9.wav,1
393,1,AS,AS_20210321_KIP066.wav,1
394,1,AS,AS_20210321_352D88.wav,0
395,1,AS,AS_20210321_6VHFK6.wav,1
396,1,AS,AS_20210321_RK7QG0.wav,0
397,1,AS,AS_20210321_NMS07I.wav,1
398,1,AS,AS_20210321_8BARNZ.wav,1
399,1,AS,AS_20210321_TMG2FB.wav,1
400,1,AS,AS_20210321_9E8PF5.wav,1
401,1,AS,AS_20210321_7CLAU7.wav,1
402,1,AS,AS_20210321_Y7AK5R.wav,1
403,1,AS,AS_20210321_FB5XOH.wav,1
404,1,AS,AS_20210321_S88VS3.wav,1
405,1,AS,AS_20210321_9XHLXS.wav,1
406,1,AS,AS_20210321_R1YBDB.wav,1
407,1,AS,AS_20210321_FJIMG4.wav,1
408,1,AS,AS_20210321_3GE6S1.wav,1
409,1,AS,AS_20210321_MKY2WI.wav,1
410,1,AS,AS_20210321_M0HTSO.wav,1
411,1,AS,AS_20210321_ZVKL41.wav,1
412,1,AS,AS_20210321_FN6ZCK.wav,1
413,1,AS,AS_20210321_KOMB0H.wav,0
414,1,AS,AS_20210321_IGYDH7.wav,1
415,1,AS,AS_20210321_MPEQ7S.wav,1
416,1,AS,AS_20210321_3P92CH.wav,1
417,1,AS,AS_20210321_B2XNDA.wav,1
418,1,AS,AS_20210321_I6PPUN.wav,1
419,1,AS,AS_20210321_2LLW37.wav,1
420,1,AS,AS_20210321_EAV10C.wav,1
421,1,AS,AS_20210321_2OO6IX.wav,1
422,1,AS,AS_20210321_U0ZPN1.wav,1
423,1,AS,AS_20210321_60IYWT.wav,1
424,1,AS,AS_20210321_TKUQT7.wav,1
425,1,AS,AS_20210321_IH1XPT.wav,1
426,1,AS,AS_20210321_0D7SYO.wav,0
427,1,AS,AS_20210321_GAZFAG.wav,1
428,1,AS,AS_20210321_R30O1J.wav,1
429,1,AS,AS_20210321_880I5T.wav,1
430,1,AS,AS_20210321_6M93Q3.wav,1
431,1,AS,AS_20210321_XW9PLA.wav,1
432,1,AS,AS_20210321_DSNZQK.wav,1
433,1,AS,AS_20210321_QTI8V4.wav,1
434,1,AS,AS_20210321_YRD74Q.wav,1
435,1,AS,AS_20210321_FNFFWM.wav,1
436,1,AS,AS_20210321_HPKZKL.wav,1
437,1,AS,AS_20210321_JC5HSG.wav,1
438,1,AS,AS_20210321_L0PML3.wav,1
439,1,AS,AS_20210321_Z8FZN7.wav,0
440,1,AS,AS_20210321_NVV3EU.wav,0
441,1,AS,AS_20210321_DLX00B.wav,0
442,1,AS,AS_20210321_NEFCWN.wav,1
443,1,AS,AS_20210321_DJZINO.wav,1
444,1,AS,AS_20210321_5KXU17.wav,1
445,1,AS,AS_20210321_6T17JI.wav,1
446,1,AS,AS_20210321_E5B0QR.wav,1
447,1,AS,AS_20210321_I0JK2K.wav,1
448,1,AS,AS_20210321_MYWNB1.wav,1
449,1,AS,AS_20210321_PDSH0A.wav,1
450,1,AS,AS_20210321_3ZMHHC.wav,1
451,1,AS,AS_20210321_63T1IY.wav,1
452,1,AS,AS_20210321_K6PKOT.wav,1
453,1,AS,AS_20210321_SGD696.wav,1
454,1,AS,AS_20210321_SJ2GBP.wav,0
455,1,AS,AS_20210321_WMS6ZA.wav,1
456,1,AS,AS_20210321_6EZDUQ.wav,0
457,1,AS,AS_20210321_X5PPG9.wav,1
458,1,AS,AS_20210321_46IW53.wav,0
459,1,AS,AS_20210321_AIN28G.wav,1
460,1,AS,AS_20210321_BXGJSE.wav,1
461,1,AS,AS_20210321_7YJFM2.wav,0
462,1,AS,AS_20210321_S24FHN.wav,1
463,1,AS,AS_20210321_QZ69R2.wav,1
464,1,AS,AS_20210321_FU7QC5.wav,1
465,0,AS,AS_20210321_NUO3NP.wav,1
466,1,AS,AS_20210321_5GXQRO.wav,1
467,1,AS,AS_20210321_P8FIOC.wav,1
468,1,AS,AS_20210321_1YLBOA.wav,1
469,1,AS,AS_20210321_MTX8SU.wav,1
470,1,AS,AS_20210321_IW172T.wav,1
471,1,AS,AS_20210321_E8WBJ1.wav,1
472,1,AS,AS_20210321_9QZJHU.wav,1
473,1,AS,AS_20210321_I3EAC0.wav,1
474,1,AS,AS_20210321_PWFHS3.wav,1
475,1,AS,AS_20210321_4IM88B.wav,1
476,1,AS,AS_20210321_MCZHOY.wav,1
477,1,AS,AS_20210321_7YAXU9.wav,1
478,1,AS,AS_20210321_VUC1DC.wav,0
479,1,AS,AS_20210321_K1Q3S2.wav,1
480,1,AS,AS_20210321_HX8R9K.wav,0
481,1,AS,AS_20210321_KOEIXG.wav,1
482,1,AS,AS_20210321_HRYMK4.wav,1
483,1,AS,AS_20210321_XUKKJA.wav,1
484,1,AS,AS_20210321_YCEFWO.wav,1
485,1,AS,AS_20210321_POJ2DL.wav,1
486,1,AS,AS_20210321_4L87GS.wav,1
487,1,AS,AS_20210321_EFSL80.wav,1
488,1,AS,AS_20210321_3M2X23.wav,1
489,1,AS,AS_20210321_M5A75U.wav,1
490,1,AS,AS_20210321_ZSKWQP.wav,1
491,1,AS,AS_20210321_RWH0P8.wav,1
492,1,AS,AS_20210321_F9O6Z6.wav,1
493,1,AS,AS_20210321_FENHZ1.wav,1
494,0,AS,AS_20210321_X6WGRK.wav,1
495,0,AS,AS_20210321_X7AJ3G.wav,1
496,0,AS,AS_20210321_4JO722.wav,1
497,1,AS,AS_20210322_10FEXL.wav,0
498,1,AS,AS_20210322_XFMRYH.wav,1
499,1,AS,AS_20210322_F0I4DW.wav,1
500,1,AS,AS_20210322_UQKXO7.wav,1
501,1,AS,AS_20210322_KV4I7S.wav,1
502,1,AS,AS_20210322_WPCC5E.wav,1
503,1,AS,AS_20210322_K3SXWV.wav,1
504,1,AS,AS_20210322_IQMUYZ.wav,1
505,1,AS,AS_20210322_RWF3C2.wav,1
506,1,AS,AS_20210322_5YQUJC.wav,1
507,1,AS,AS_20210322_PTUXBO.wav,1
508,1,AS,AS_20210322_D05QCH.wav,1
509,1,AS,AS_20210322_JMOXQT.wav,1
510,1,AS,AS_20210322_9VIPTT.wav,1
511,1,AS,AS_20210322_XAZ4IW.wav,0
512,1,AS,AS_20210322_ZCKXJ9.wav,1
513,1,AS,AS_20210322_QRB9DE.wav,1
514,0,AS,AS_20210322_B8Q1MP.wav,1
515,1,AS,AS_20210322_LBX8WL.wav,1
516,1,AS,AS_20210322_I2W93X.wav,0
517,1,AS,AS_20210322_ATWADI.wav,1
518,1,AS,AS_20210322_1UTBAR.wav,1
519,1,AS,AS_20210322_O3TG52.wav,1
520,1,AS,AS_20210322_IQ4GER.wav,1
521,1,AS,AS_20210322_OTA3OQ.wav,1
522,1,AS,AS_20210322_WNZ4VF.wav,0
523,1,AS,AS_20210322_25JLOP.wav,1
524,1,AS,AS_20210322_35RCPV.wav,1
525,1,AS,AS_20210322_EF5RME.wav,1
526,1,AS,AS_20210322_M9U7BK.wav,1
527,1,AS,AS_20210322_L8IPOI.wav,1
528,1,AS,AS_20210322_1CWUQM.wav,1
529,1,AS,AS_20210322_WW2NFK.wav,1
530,1,AS,AS_20210322_UTZL7D.wav,1
531,1,AS,AS_20210322_ERYD8V.wav,1
532,1,AS,AS_20210322_MCNJG1.wav,1
533,1,AS,AS_20210322_Z16V31.wav,1
534,0,AS,AS_20210322_1838IU.wav,1
535,1,AS,AS_20210324_8Q4FU7.wav,0
536,1,AS,AS_20210324_F6WZIP.wav,1
537,1,AS,AS_20210324_BG7VFL.wav,1
538,1,AS,AS_20210324_8DTUYG.wav,1
539,1,AS,AS_20210324_6LWO7S.wav,1
540,1,AS,AS_20210324_TN4389.wav,0
