,FileName,Label,Dataset,training
89,MF20041124_044632.wav,1,IFAW,0
90,MF20041124_045432.wav,1,IFAW,1
91,MF20041119_113215.wav,1,IFAW,1
92,MF20041119_114015.wav,1,IFAW,1
93,MF20041119_114415.wav,1,IFAW,0
94,MF20041120_154400.wav,1,IFAW,1
95,MF20041120_155200.wav,1,IFAW,1
96,MF20041104_101817.wav,1,IFAW,1
97,MF20041104_102217.wav,1,IFAW,1
98,MF20041022_030232.wav,1,IFAW,1
99,MF20041022_031032.wav,1,IFAW,0
100,MF20041022_031432.wav,1,IFAW,1
101,MF20041022_032232.wav,1,IFAW,1
102,MF20041130_025326.wav,1,IFAW,1
103,MF20041012_210144.wav,0,IFAW,1
104,MF20041012_210544.wav,0,IFAW,0
105,MF20041012_210944.wav,0,IFAW,1
106,MF20041012_211344.wav,0,IFAW,0
107,MF20041012_211744.wav,0,IFAW,0
108,MF20041012_212144.wav,0,IFAW,1
109,MF20041012_212544.wav,0,IFAW,1
110,MF20041029_152524.wav,1,IFAW,0
111,MF20041029_154924.wav,1,IFAW,0
112,MF20041105_231359.wav,0,IFAW,1
113,MF20041105_231759.wav,0,IFAW,0
114,MF20041105_232159.wav,0,IFAW,0
115,MF20041105_232559.wav,0,IFAW,1
116,MF20041105_232959.wav,0,IFAW,1
117,MF20041105_233359.wav,0,IFAW,1
118,MF20041105_233759.wav,0,IFAW,0
119,MF20041128_220130.wav,1,IFAW,0
120,MF20041128_221730.wav,1,IFAW,1
121,MF20041128_222130.wav,1,IFAW,1
122,MF20041128_222530.wav,1,IFAW,1
123,MF20041027_075047.wav,1,IFAW,0
124,MF20041027_075447.wav,1,IFAW,1
125,MF20041027_075847.wav,1,IFAW,1
126,MF20041027_080647.wav,1,IFAW,1
127,MF20041128_195833.wav,1,IFAW,1
128,MF20041121_015849.wav,1,IFAW,1
129,MF20041121_020649.wav,1,IFAW,0
130,MF20041116_060338.wav,1,IFAW,1
131,MF20041116_060738.wav,1,IFAW,1
132,MF20041116_061138.wav,1,IFAW,1
133,MF20041106_093620.wav,1,IFAW,1
134,MF20041106_094420.wav,1,IFAW,1
135,MF20041116_203805.wav,1,IFAW,1
136,MF20041116_204205.wav,1,IFAW,1
137,MF20041013_054544.wav,0,IFAW,1
138,MF20041013_054944.wav,0,IFAW,1
139,MF20041013_055344.wav,0,IFAW,1
140,MF20041013_055744.wav,0,IFAW,1
141,MF20041013_060144.wav,0,IFAW,1
142,MF20041013_060544.wav,0,IFAW,1
143,MF20041013_060944.wav,0,IFAW,1
144,MF20041128_213241.wav,1,IFAW,1
145,MF20041128_215241.wav,1,IFAW,1
146,MF20041022_072647.wav,1,IFAW,1
147,MF20041022_073047.wav,1,IFAW,1
148,MF20041021_120759.wav,0,IFAW,1
149,MF20041021_121159.wav,0,IFAW,1
150,MF20041021_121559.wav,0,IFAW,0
151,MF20041021_121959.wav,0,IFAW,1
152,MF20041021_122359.wav,0,IFAW,1
153,MF20041021_122759.wav,0,IFAW,1
154,MF20041021_123159.wav,0,IFAW,1
155,MF20041129_042034.wav,0,IFAW,0
156,MF20041129_042434.wav,0,IFAW,1
157,MF20041129_042834.wav,0,IFAW,1
158,MF20041129_043234.wav,0,IFAW,1
159,MF20041129_043634.wav,0,IFAW,1
160,MF20041129_044034.wav,0,IFAW,0
161,MF20041129_044434.wav,0,IFAW,1
162,MF20041117_042314.wav,1,IFAW,1
163,MF20041117_043914.wav,1,IFAW,0
164,MF20041013_231445.wav,1,IFAW,1
165,MF20041012_171900.wav,1,IFAW,1
166,MF20041012_172700.wav,1,IFAW,0
167,MF20041117_054448.wav,1,IFAW,1
168,MF20041117_055648.wav,1,IFAW,1
169,MF20041020_042055.wav,1,IFAW,1
170,MF20041129_155925.wav,1,IFAW,0
171,MF20041129_162325.wav,1,IFAW,0
172,MF20041022_082936.wav,1,IFAW,1
173,MF20041022_083336.wav,1,IFAW,1
174,MF20041022_084136.wav,1,IFAW,1
175,MF20041013_091244.wav,1,IFAW,1
176,MF20041021_140021.wav,1,IFAW,1
177,MF20041023_032535.wav,1,IFAW,1
178,MF20041105_050949.wav,1,IFAW,0
179,MF20041105_051349.wav,1,IFAW,0
180,MF20041105_053349.wav,1,IFAW,1
181,MF20041116_184110.wav,1,IFAW,1
182,MF20041116_185310.wav,1,IFAW,1
183,MF20041116_185710.wav,1,IFAW,1
184,MF20041029_000848.wav,0,IFAW,1
185,MF20041029_001248.wav,0,IFAW,1
186,MF20041029_001648.wav,0,IFAW,1
187,MF20041029_002048.wav,0,IFAW,1
188,MF20041029_002448.wav,0,IFAW,0
189,MF20041029_002848.wav,0,IFAW,0
190,MF20041029_003248.wav,0,IFAW,1
191,MF20041022_043247.wav,1,IFAW,1
192,MF20041022_043647.wav,1,IFAW,1
193,MF20041022_044047.wav,1,IFAW,1
194,MF20041023_120946.wav,0,IFAW,1
195,MF20041023_121346.wav,0,IFAW,0
196,MF20041023_121746.wav,0,IFAW,1
197,MF20041023_122146.wav,0,IFAW,0
198,MF20041023_122546.wav,0,IFAW,1
199,MF20041023_122946.wav,0,IFAW,0
200,MF20041023_123346.wav,0,IFAW,1
201,MF20041029_132339.wav,1,IFAW,1
202,MF20041019_215653.wav,0,IFAW,1
203,MF20041019_220053.wav,0,IFAW,1
204,MF20041019_220453.wav,0,IFAW,1
205,MF20041019_220853.wav,0,IFAW,1
206,MF20041019_221253.wav,0,IFAW,0
207,MF20041019_221653.wav,0,IFAW,1
208,MF20041019_222053.wav,0,IFAW,0
209,MF20041120_000741.wav,1,IFAW,0
210,MF20041120_001141.wav,1,IFAW,0
211,MF20041120_002741.wav,1,IFAW,1
212,MF20041120_003141.wav,1,IFAW,1
213,MF20041128_023556.wav,1,IFAW,1
214,MF20041128_023956.wav,1,IFAW,1
215,MF20041028_032031.wav,1,IFAW,1
216,MF20041028_032831.wav,1,IFAW,1
217,MF20041028_034031.wav,1,IFAW,1
218,MF20041027_140051.wav,1,IFAW,1
219,MF20041027_141651.wav,1,IFAW,1
220,MF20041027_142451.wav,1,IFAW,1
221,MF20041117_000442.wav,1,IFAW,1
222,MF20041117_001242.wav,1,IFAW,0
223,MF20041104_072817.wav,1,IFAW,0
224,MF20041123_215607.wav,1,IFAW,0
225,MF20041116_143857.wav,1,IFAW,0
226,MF20041116_145057.wav,1,IFAW,0
227,MF20041116_145457.wav,1,IFAW,1
228,MF20041116_145857.wav,1,IFAW,1
229,MF20041028_093543.wav,1,IFAW,1
230,MF20041028_094343.wav,1,IFAW,0
231,MF20041029_033303.wav,0,IFAW,1
232,MF20041029_033703.wav,0,IFAW,1
233,MF20041029_034103.wav,0,IFAW,1
234,MF20041029_034503.wav,0,IFAW,0
235,MF20041029_034903.wav,0,IFAW,1
236,MF20041029_035303.wav,0,IFAW,0
237,MF20041029_035703.wav,0,IFAW,1
238,MF20041106_060155.wav,0,IFAW,0
239,MF20041106_060555.wav,0,IFAW,1
240,MF20041106_060955.wav,0,IFAW,1
241,MF20041106_061355.wav,0,IFAW,1
242,MF20041106_061755.wav,0,IFAW,1
243,MF20041106_062155.wav,0,IFAW,1
244,MF20041106_062555.wav,0,IFAW,0
245,MF20041128_105611.wav,1,IFAW,1
246,MF20041128_110011.wav,1,IFAW,0
247,MF20041128_110411.wav,1,IFAW,1
248,MF20041128_111611.wav,1,IFAW,0
249,MF20041020_090659.wav,1,IFAW,1
250,MF20041020_091859.wav,1,IFAW,1
251,MF20041020_093059.wav,1,IFAW,1
252,MF20041023_035500.wav,1,IFAW,0
253,MF20041023_040700.wav,1,IFAW,1
254,MF20041119_140557.wav,1,IFAW,1
255,MF20041119_140957.wav,1,IFAW,1
256,MF20041119_141757.wav,1,IFAW,0
257,MF20041119_142157.wav,1,IFAW,1
258,MF20041120_170725.wav,1,IFAW,0
259,MF20041120_171125.wav,1,IFAW,1
260,MF20041120_171925.wav,1,IFAW,1
261,MF20041120_172325.wav,1,IFAW,1
262,MF20041120_172725.wav,1,IFAW,0
263,MF20041119_145706.wav,1,IFAW,1
264,MF20041119_151306.wav,1,IFAW,0
265,MF20041119_152106.wav,1,IFAW,1
266,MF20041021_114122.wav,1,IFAW,1
267,MF20041028_024641.wav,1,IFAW,0
268,MF20041028_025041.wav,1,IFAW,1
269,MF20041028_025841.wav,1,IFAW,1
270,MF20041028_030241.wav,1,IFAW,0
271,MF20041028_030641.wav,1,IFAW,1
272,MF20041027_094612.wav,1,IFAW,1
273,MF20041027_095412.wav,1,IFAW,1
274,MF20041027_100212.wav,1,IFAW,0
275,MF20041022_150837.wav,1,IFAW,1
276,MF20041012_023247.wav,0,IFAW,0
277,MF20041012_023647.wav,0,IFAW,1
278,MF20041012_024047.wav,0,IFAW,1
279,MF20041012_024447.wav,0,IFAW,0
280,MF20041012_024847.wav,0,IFAW,1
281,MF20041012_025247.wav,0,IFAW,1
282,MF20041012_025647.wav,0,IFAW,1
283,MF20041103_204946.wav,1,IFAW,1
284,MF20041103_205346.wav,1,IFAW,0
285,MF20041116_153821.wav,1,IFAW,1
286,MF20041116_155821.wav,1,IFAW,1
287,MF20041127_215336.wav,1,IFAW,1
288,MF20041127_220136.wav,1,IFAW,1
289,MF20041127_220536.wav,1,IFAW,1
290,MF20041013_210915.wav,1,IFAW,1
291,MF20041105_075025.wav,1,IFAW,1
292,MF20041105_080625.wav,1,IFAW,1
293,MF20041105_140022.wav,0,IFAW,1
294,MF20041105_140422.wav,0,IFAW,1
295,MF20041105_140822.wav,0,IFAW,1
296,MF20041105_141222.wav,0,IFAW,1
297,MF20041105_141622.wav,0,IFAW,0
298,MF20041105_142022.wav,0,IFAW,0
299,MF20041105_142422.wav,0,IFAW,0
300,MF20041027_040027.wav,1,IFAW,0
301,MF20041027_040827.wav,1,IFAW,1
302,MF20041027_041227.wav,1,IFAW,0
303,MF20041128_073127.wav,1,IFAW,0
304,MF20041128_073927.wav,1,IFAW,1
305,MF20041128_074727.wav,1,IFAW,0
306,MF20041128_163650.wav,1,IFAW,1
307,MF20041029_151300.wav,1,IFAW,1
308,MF20041028_051222.wav,1,IFAW,0
309,MF20041028_051622.wav,1,IFAW,1
310,MF20041028_052422.wav,1,IFAW,1
311,MF20041028_052822.wav,1,IFAW,1
312,MF20041028_005617.wav,1,IFAW,1
313,MF20041028_010017.wav,1,IFAW,1
314,MF20041028_010817.wav,1,IFAW,1
315,MF20041105_011659.wav,0,IFAW,1
316,MF20041105_012059.wav,0,IFAW,1
317,MF20041105_012459.wav,0,IFAW,0
318,MF20041105_012859.wav,0,IFAW,1
319,MF20041105_013259.wav,0,IFAW,0
320,MF20041105_013659.wav,0,IFAW,0
321,MF20041105_014059.wav,0,IFAW,1
322,MF20041117_065332.wav,1,IFAW,0
323,MF20041117_065732.wav,1,IFAW,1
324,MF20041030_090150.wav,1,IFAW,0
325,MF20041030_091750.wav,1,IFAW,1
326,MF20041123_203244.wav,1,IFAW,1
327,MF20041123_204444.wav,1,IFAW,0
328,MF20041029_082252.wav,1,IFAW,1
329,MF20041029_082652.wav,1,IFAW,1
330,MF20041128_045229.wav,1,IFAW,1
331,MF20041013_051701.wav,0,IFAW,1
332,MF20041013_052101.wav,0,IFAW,1
333,MF20041013_052501.wav,0,IFAW,1
334,MF20041013_052901.wav,0,IFAW,1
335,MF20041013_053301.wav,0,IFAW,0
336,MF20041013_053701.wav,0,IFAW,1
337,MF20041013_054101.wav,0,IFAW,1
338,MF20041128_082533.wav,1,IFAW,1
339,MF20041128_083733.wav,1,IFAW,0
340,MF20041129_072323.wav,1,IFAW,1
341,MF20041117_002217.wav,0,IFAW,0
342,MF20041117_002617.wav,0,IFAW,0
343,MF20041117_003017.wav,0,IFAW,1
344,MF20041117_003417.wav,0,IFAW,1
345,MF20041117_003817.wav,0,IFAW,1
346,MF20041117_004217.wav,0,IFAW,1
347,MF20041117_004617.wav,0,IFAW,1
348,MF20041012_102704.wav,1,IFAW,0
349,MF20041012_103104.wav,1,IFAW,1
350,MF20041104_232012.wav,1,IFAW,1
351,MF20041104_232812.wav,1,IFAW,1
352,MF20041104_234012.wav,1,IFAW,0
353,MF20041022_204438.wav,1,IFAW,0
354,MF20041030_022017.wav,1,IFAW,1
355,MF20041030_022417.wav,1,IFAW,1
356,MF20041124_010713.wav,0,IFAW,1
357,MF20041124_011113.wav,0,IFAW,0
358,MF20041124_011513.wav,0,IFAW,1
359,MF20041124_011913.wav,0,IFAW,0
360,MF20041124_012313.wav,0,IFAW,0
361,MF20041124_012713.wav,0,IFAW,1
362,MF20041124_013113.wav,0,IFAW,0
363,MF20041104_231359.wav,1,IFAW,1
364,MF20041117_010040.wav,1,IFAW,1
365,MF20041117_010440.wav,1,IFAW,0
366,MF20041117_010840.wav,1,IFAW,1
367,MF20041117_011240.wav,1,IFAW,1
368,MF20041127_163206.wav,1,IFAW,1
369,MF20041127_164806.wav,1,IFAW,1
370,MF20041128_020756.wav,1,IFAW,0
371,MF20041128_021156.wav,1,IFAW,0
372,MF20041128_021556.wav,1,IFAW,1
373,MF20041128_021956.wav,1,IFAW,1
374,MF20041128_022356.wav,1,IFAW,1
375,MF20041128_022756.wav,1,IFAW,0
376,MF20041128_023156.wav,1,IFAW,0
377,MF20041022_041937.wav,1,IFAW,0
378,MF20041027_064723.wav,1,IFAW,1
379,MF20041027_065923.wav,1,IFAW,1
380,MF20041027_070723.wav,1,IFAW,1
381,MF20041120_151931.wav,1,IFAW,1
382,MF20041120_152331.wav,1,IFAW,1
383,MF20041120_152731.wav,1,IFAW,1
384,MF20041120_153131.wav,1,IFAW,1
385,MF20041124_121806.wav,1,IFAW,0
386,MF20041124_122606.wav,1,IFAW,1
387,MF20041105_222651.wav,1,IFAW,1
388,MF20041105_223051.wav,1,IFAW,1
389,MF20041013_074246.wav,0,IFAW,1
390,MF20041013_074646.wav,0,IFAW,1
391,MF20041013_075046.wav,0,IFAW,0
392,MF20041013_075446.wav,0,IFAW,1
393,MF20041013_075846.wav,0,IFAW,0
394,MF20041013_080246.wav,0,IFAW,1
395,MF20041013_080646.wav,0,IFAW,0
396,MF20041104_221755.wav,1,IFAW,1
397,MF20041023_173350.wav,0,IFAW,0
398,MF20041023_173750.wav,0,IFAW,1
399,MF20041023_174150.wav,0,IFAW,0
400,MF20041023_174550.wav,0,IFAW,1
401,MF20041023_174950.wav,0,IFAW,1
402,MF20041023_175350.wav,0,IFAW,0
403,MF20041023_175750.wav,0,IFAW,1
404,MF20041015_111600.wav,1,IFAW,1
405,MF20041020_051759.wav,1,IFAW,0
406,MF20041020_052159.wav,1,IFAW,1
407,MF20041020_052559.wav,1,IFAW,0
408,MF20041020_052959.wav,1,IFAW,1
409,MF20041020_053759.wav,1,IFAW,0
410,MF20041026_134400.wav,0,IFAW,1
411,MF20041026_134800.wav,0,IFAW,0
412,MF20041026_135200.wav,0,IFAW,1
413,MF20041026_135600.wav,0,IFAW,0
414,MF20041026_140000.wav,0,IFAW,1
415,MF20041026_140400.wav,0,IFAW,1
416,MF20041026_140800.wav,0,IFAW,1
417,MF20041124_004158.wav,1,IFAW,1
418,MF20041106_030658.wav,1,IFAW,1
419,MF20041129_020625.wav,1,IFAW,1
420,MF20041129_021025.wav,1,IFAW,1
421,MF20041127_182147.wav,1,IFAW,0
422,MF20041117_080127.wav,1,IFAW,1
423,MF20041106_105404.wav,0,IFAW,1
424,MF20041106_105804.wav,0,IFAW,1
425,MF20041106_110204.wav,0,IFAW,1
426,MF20041106_110604.wav,0,IFAW,1
427,MF20041106_111004.wav,0,IFAW,1
428,MF20041106_111404.wav,0,IFAW,1
429,MF20041106_111804.wav,0,IFAW,0
430,MF20041120_222331.wav,1,IFAW,1
431,MF20041120_222731.wav,1,IFAW,0
432,MF20041120_223131.wav,1,IFAW,1
433,MF20041120_223931.wav,1,IFAW,0
434,MF20041021_171720.wav,1,IFAW,0
435,MF20041013_161523.wav,1,IFAW,1
436,MF20041024_000106.wav,1,IFAW,1
437,MF20041105_063253.wav,1,IFAW,0
438,MF20041119_105356.wav,1,IFAW,1
439,MF20041128_125654.wav,1,IFAW,1
440,MF20041029_090638.wav,1,IFAW,1
441,MF20041029_091038.wav,1,IFAW,0
442,MF20041029_093038.wav,1,IFAW,0
443,MF20041104_032603.wav,0,IFAW,1
444,MF20041104_033003.wav,0,IFAW,1
445,MF20041104_033403.wav,0,IFAW,1
446,MF20041104_033803.wav,0,IFAW,1
447,MF20041104_034203.wav,0,IFAW,0
448,MF20041104_034603.wav,0,IFAW,0
449,MF20041104_035003.wav,0,IFAW,0
450,MF20041013_064447.wav,0,IFAW,1
451,MF20041013_064847.wav,0,IFAW,1
452,MF20041013_065247.wav,0,IFAW,1
453,MF20041013_065647.wav,0,IFAW,1
454,MF20041013_070047.wav,0,IFAW,1
455,MF20041013_070447.wav,0,IFAW,0
456,MF20041013_070847.wav,0,IFAW,0
457,MF20041116_232404.wav,1,IFAW,0
458,MF20041116_233204.wav,1,IFAW,1
459,MF20041116_234004.wav,1,IFAW,1
460,MF20041030_102223.wav,1,IFAW,1
461,MF20041030_102623.wav,1,IFAW,0
462,MF20041030_103423.wav,1,IFAW,0
463,MF20041030_104623.wav,1,IFAW,0
464,MF20041103_151138.wav,1,IFAW,1
465,MF20041103_151538.wav,1,IFAW,1
466,MF20041103_151938.wav,1,IFAW,1
467,MF20041103_152338.wav,1,IFAW,0
468,MF20041103_152738.wav,1,IFAW,1
469,MF20041103_153538.wav,1,IFAW,1
470,MF20041120_164645.wav,1,IFAW,1
471,MF20041120_225334.wav,1,IFAW,0
472,MF20041120_231334.wav,1,IFAW,1
473,MF20041020_234116.wav,0,IFAW,0
474,MF20041020_234516.wav,0,IFAW,1
475,MF20041020_234916.wav,0,IFAW,1
476,MF20041020_235316.wav,0,IFAW,1
477,MF20041020_235716.wav,0,IFAW,1
478,MF20041021_000116.wav,0,IFAW,1
479,MF20041021_000516.wav,0,IFAW,0
480,MF20041117_050445.wav,1,IFAW,1
481,MF20041124_085645.wav,1,IFAW,1
482,MF20041124_091245.wav,1,IFAW,0
483,MF20041012_000655.wav,0,IFAW,1
484,MF20041012_001055.wav,0,IFAW,1
485,MF20041012_001455.wav,0,IFAW,1
486,MF20041012_001855.wav,0,IFAW,0
487,MF20041012_002255.wav,0,IFAW,1
488,MF20041012_002655.wav,0,IFAW,0
489,MF20041012_003055.wav,0,IFAW,0
490,MF20041028_132809.wav,0,IFAW,1
491,MF20041028_133209.wav,0,IFAW,1
492,MF20041028_133609.wav,0,IFAW,1
493,MF20041028_134009.wav,0,IFAW,1
494,MF20041028_134409.wav,0,IFAW,0
495,MF20041028_134809.wav,0,IFAW,1
496,MF20041028_135209.wav,0,IFAW,1
497,MF20041013_111553.wav,1,IFAW,1
498,MF20041105_224539.wav,0,IFAW,1
499,MF20041105_224939.wav,0,IFAW,1
500,MF20041105_225339.wav,0,IFAW,1
501,MF20041105_225739.wav,0,IFAW,0
502,MF20041105_230139.wav,0,IFAW,1
503,MF20041105_230539.wav,0,IFAW,1
504,MF20041105_230939.wav,0,IFAW,1
505,MF20041103_144337.wav,1,IFAW,1
506,MF20041103_145537.wav,1,IFAW,1
507,MF20041103_150737.wav,1,IFAW,0
508,MF20041117_022123.wav,1,IFAW,1
509,MF20041117_024123.wav,1,IFAW,0
510,MF20041117_174441.wav,1,IFAW,0
511,MF20041020_055209.wav,1,IFAW,1
512,MF20041020_060409.wav,1,IFAW,1
513,MF20041106_043524.wav,0,IFAW,1
514,MF20041106_043924.wav,0,IFAW,1
515,MF20041106_044324.wav,0,IFAW,0
516,MF20041106_044724.wav,0,IFAW,0
517,MF20041106_045124.wav,0,IFAW,1
518,MF20041106_045524.wav,0,IFAW,1
519,MF20041106_045924.wav,0,IFAW,0
520,MF20041127_222231.wav,1,IFAW,1
521,MF20041127_223431.wav,1,IFAW,1
522,MF20041127_223831.wav,1,IFAW,1
523,MF20041119_034636.wav,1,IFAW,1
524,MF20041116_023115.wav,0,IFAW,1
525,MF20041116_023515.wav,0,IFAW,1
526,MF20041116_023915.wav,0,IFAW,1
527,MF20041116_024315.wav,0,IFAW,1
528,MF20041116_024715.wav,0,IFAW,0
529,MF20041116_025115.wav,0,IFAW,1
530,MF20041116_025515.wav,0,IFAW,1
531,MF20041124_125945.wav,1,IFAW,1
532,MF20041124_131145.wav,1,IFAW,1
533,MF20041124_132345.wav,1,IFAW,1
534,MF20041021_061548.wav,1,IFAW,0
535,MF20041021_062348.wav,1,IFAW,0
536,MF20041027_015230.wav,0,IFAW,1
537,MF20041027_015630.wav,0,IFAW,1
538,MF20041027_020030.wav,0,IFAW,1
539,MF20041027_020430.wav,0,IFAW,1
540,MF20041027_020830.wav,0,IFAW,0
541,MF20041027_021230.wav,0,IFAW,1
542,MF20041027_021630.wav,0,IFAW,1
543,MF20041029_204645.wav,0,IFAW,1
544,MF20041029_205045.wav,0,IFAW,1
545,MF20041029_205445.wav,0,IFAW,0
546,MF20041029_205845.wav,0,IFAW,1
547,MF20041029_210245.wav,0,IFAW,1
548,MF20041029_210645.wav,0,IFAW,0
549,MF20041029_211045.wav,0,IFAW,0
550,MF20041124_072629.wav,1,IFAW,1
551,MF20041124_073429.wav,1,IFAW,1
552,MF20041124_074229.wav,1,IFAW,1
553,MF20041124_075029.wav,1,IFAW,1
554,MF20041021_040642.wav,1,IFAW,0
555,MF20041021_041042.wav,1,IFAW,1
556,MF20041021_041842.wav,1,IFAW,0
557,MF20041021_042242.wav,1,IFAW,1
558,MF20041115_174709.wav,0,IFAW,1
559,MF20041115_175109.wav,0,IFAW,1
560,MF20041115_175509.wav,0,IFAW,1
561,MF20041115_175909.wav,0,IFAW,0
562,MF20041115_180309.wav,0,IFAW,0
563,MF20041115_180709.wav,0,IFAW,1
564,MF20041115_181109.wav,0,IFAW,1
565,MF20041019_141132.wav,0,IFAW,0
566,MF20041019_141532.wav,0,IFAW,1
567,MF20041019_141932.wav,0,IFAW,1
568,MF20041019_142332.wav,0,IFAW,1
569,MF20041019_142732.wav,0,IFAW,1
570,MF20041019_143132.wav,0,IFAW,0
571,MF20041019_143532.wav,0,IFAW,0
572,MF20041026_200330.wav,0,IFAW,1
573,MF20041026_200730.wav,0,IFAW,0
574,MF20041026_201130.wav,0,IFAW,1
575,MF20041026_201530.wav,0,IFAW,1
576,MF20041026_201930.wav,0,IFAW,0
577,MF20041026_202330.wav,0,IFAW,1
578,MF20041026_202730.wav,0,IFAW,1
579,MF20041106_075824.wav,0,IFAW,1
580,MF20041106_080224.wav,0,IFAW,1
581,MF20041106_080624.wav,0,IFAW,0
582,MF20041106_081024.wav,0,IFAW,1
583,MF20041106_081424.wav,0,IFAW,1
584,MF20041106_081824.wav,0,IFAW,0
585,MF20041106_082224.wav,0,IFAW,1
586,MF20041121_051147.wav,0,IFAW,1
587,MF20041121_051547.wav,0,IFAW,1
588,MF20041121_051947.wav,0,IFAW,1
589,MF20041121_052347.wav,0,IFAW,1
590,MF20041121_052747.wav,0,IFAW,1
591,MF20041121_053147.wav,0,IFAW,0
592,MF20041121_053547.wav,0,IFAW,1
593,MF20041023_225410.wav,1,IFAW,1
594,MF20041023_225810.wav,1,IFAW,1
595,MF20041127_200156.wav,1,IFAW,1
596,MF20041028_130015.wav,1,IFAW,1
597,MF20041028_130415.wav,1,IFAW,1
598,MF20041028_130815.wav,1,IFAW,0
599,MF20041028_131615.wav,1,IFAW,1
600,MF20041029_010711.wav,0,IFAW,0
601,MF20041029_011111.wav,0,IFAW,1
602,MF20041029_011511.wav,0,IFAW,1
603,MF20041029_011911.wav,0,IFAW,1
604,MF20041029_012311.wav,0,IFAW,0
605,MF20041029_012711.wav,0,IFAW,1
606,MF20041029_013111.wav,0,IFAW,1
